"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2009","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","44.2",""
"2009","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.0",""
"2009","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2009","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2009","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2009","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2009","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","40.5",""
"2009","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","59.5",""
"2009","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","47.0",""
"2009","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","12.5",""
"2009","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years",":",""
"2009","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years",":",""
"2009","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years",":",""
"2009","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years",":",""
"2009","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","70.8",""
"2009","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","29.2",""
"2009","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","19.2",""
"2009","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","10.0",""
"2010","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","32.6",""
"2010","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","67.4",""
"2010","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","36.7",""
"2010","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.7",""
"2010","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.1","b"
"2010","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.9","b"
"2010","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","55.1","b"
"2010","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.7","b"
"2010","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.4",""
"2010","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.6",""
"2010","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","71.1",""
"2010","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","14.5",""
"2010","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","32.1",""
"2010","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","67.9",""
"2010","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.5",""
"2010","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.3",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.0","b"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.0","b"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.3","b"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.7","b"
"2010","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.2",""
"2010","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.8",""
"2010","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","51.8",""
"2010","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.0",""
"2010","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","29.9",""
"2010","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","70.1",""
"2010","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","36.2",""
"2010","Ireland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.9",""
"2010","Greece","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","38.5",""
"2010","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","61.5",""
"2010","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.6",""
"2010","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.9",""
"2010","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","48.1",""
"2010","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","51.9",""
"2010","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","23.4",""
"2010","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.4",""
"2010","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","31.9",""
"2010","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","68.1",""
"2010","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.9",""
"2010","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","26.2",""
"2010","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.4","b"
"2010","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.6","b"
"2010","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","58.8","b"
"2010","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.7","b"
"2010","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","46.3",""
"2010","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","53.7",""
"2010","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.7",""
"2010","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","13.0",""
"2010","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","29.6",""
"2010","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","70.4",""
"2010","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.3",""
"2010","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.1",""
"2010","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.5",""
"2010","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.5",""
"2010","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.8",""
"2010","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.6",""
"2010","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.1",""
"2010","Lithuania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.9",""
"2010","Lithuania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.0",""
"2010","Lithuania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","26.9",""
"2010","Luxembourg","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.9",""
"2010","Luxembourg","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.1",""
"2010","Luxembourg","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","40.8",""
"2010","Luxembourg","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.3",""
"2010","Hungary","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.4",""
"2010","Hungary","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.6",""
